,address,type,price,features,labels
202,"18 Waterfront Dr, Pittsburgh, PA 15222",Townhouse for sale,"$539,000","['3', '3', '1,440']","['sqft', 'ba', 'bds']"
203,"2545 Penn Ave # 207, Pittsburgh, PA 15222",Condo for sale,"$560,000","['2', '3', '--']","['sqft', 'ba', 'bds']"
204,"1627 Penn Ave, Pittsburgh, PA",For Rent,,"['$1,800', '$2,270']","['2 bds', '1 bd']"
205,"2419 Smallman St # 307, Pittsburgh, PA 15222",Condo for sale,"$649,900","['2', '2', '1,701']","['sqft', 'ba', 'bds']"
206,"2434 Smallman St UNIT 218, Pittsburgh, PA 15222",Condo for sale,"$365,000","['1', '1', '877']","['sqft', 'ba', 'bd']"
207,"2501 Liberty Ave, Pittsburgh, PA",For Rent,,"['$1,550', '$1,530+']","['1 bd', 'Studio']"
208,"301 5th Avenue Residence # 714, Pittbsurgh, PA 15222",Condo for sale,"$2,680,000","['4', '5', '4,250']","['sqft', 'ba', 'bds']"
209,"301 5th Ave APT 714, Pittsburgh, PA 15222",Condo for sale,"$2,680,000","['4', '5', '1,240']","['sqft', 'ba', 'bds']"
210,"320 Fort Duquesne Blvd, Pittsburgh, PA",For Rent,,"['$94,500', '$1,150+', '$3,200']","['3 bds', '1 bd', 'Studio']"
211,"306 4th Ave, Pittsburgh, PA 15222",For sale by owner,"$590,000","['2', '1.5', '2,084']","['sqft', 'ba', 'bds']"
212,"306 4th Ave APT 1403, Pittsburgh, PA 15222",For sale by owner,"$420,000","['2', '2', '1,442']","['sqft', 'ba', 'bds']"
213,"The Yards at 3 Crossings | 2645 Railroad St, Pittsburgh, PA",The Yards at 3 Crossings,,"['$1,365+', '$1,620+', '$2,400+']","['2 bds', '1 bd', 'Studio']"
214,"The Pennsylvanian | 1100 Liberty Ave, Pittsburgh, PA",The Pennsylvanian,,"['$1,163+', '$1,487+', '$1,741+']","['2 bds', '1 bd', 'Studio']"
215,"2554 Smallman St # 503, Pittsburgh, PA",New construction,"$515,000","['2', '2', '--']","['sqft', 'ba', 'bds']"
216,"2522 Penn Ave, Pittsburgh, PA 15222",Condo for rent,"$1,085/mo","['1', '1', '864']","['sqft', 'ba', 'bd']"
217,"320 Fort Duquesne Blvd APT 10L, Pittsburgh, PA 15222",Condo for sale,"$369,000","['2', '2', '1,420']","['sqft', 'ba', 'bds']"
218,"350 Oliver Ave # 807, Downtown Pgh, PA",New construction,"$459,000","['1', '2', '--']","['sqft', 'ba', 'bd']"
219,"301 5th Ave APT 611, Pittsburgh, PA 15222",Condo for sale,"$537,000","['2', '2', '1,321']","['sqft', 'ba', 'bds']"
220,"301 5th Ave APT 720, Pittsburgh, PA 15222",Condo for sale,"$975,000","['2', '2', '1,656']","['sqft', 'ba', 'bds']"
221,"24 Overlook Ct, Pittsburgh, PA 15222",Townhouse for sale,"$699,000","['4', '4', '2,422']","['sqft', 'ba', 'bds']"
222,"320 Fort Duquesne Blvd APT 20N, Pittsburgh, PA 15222",Pre-foreclosure / Auction, ,"['1', '1', '1,033']","['sqft', 'ba', 'bd']"
223,"709 Penn Ave, Pittsburgh, PA",For Rent,,"['$1,900+']",['2 bds']
224,"151 Fort Pitt Blvd, Pittsburgh, PA 15222",Apartment for rent,"$4,500/mo","['2', '2', '1,884']","['sqft', 'ba', 'bds']"
225,"301 5th Ave APT 718, Pittsburgh, PA 15222",Condo for sale,"$575,000","['2', '2', '1,315']","['sqft', 'ba', 'bds']"
226,"18 Waterfront Dr, Pittsburgh, PA 15222",Townhouse for sale,"$539,000","['3', '3', '1,440']","['sqft', 'ba', 'bds']"
227,"2545 Penn Ave # 207, Pittsburgh, PA 15222",Condo for sale,"$560,000","['2', '3', '--']","['sqft', 'ba', 'bds']"
228,"1627 Penn Ave, Pittsburgh, PA",For Rent,,"['$1,800', '$2,270']","['2 bds', '1 bd']"
229,"2419 Smallman St # 307, Pittsburgh, PA 15222",Condo for sale,"$649,900","['2', '2', '1,701']","['sqft', 'ba', 'bds']"
230,"2434 Smallman St UNIT 218, Pittsburgh, PA 15222",Condo for sale,"$365,000","['1', '1', '877']","['sqft', 'ba', 'bd']"
231,"2501 Liberty Ave, Pittsburgh, PA",For Rent,,"['$1,550', '$1,530+']","['1 bd', 'Studio']"
232,"20 Pintail Dr, Pittsburgh, PA 15238",House for sale,"$710,000","['4', '4', '3,816']","['sqft', 'ba', 'bds']"
233,"223 Springhouse Ln, Pittsburgh, PA 15238",House for rent,"$2,600/mo","['4', '2.5', '2,735']","['sqft', 'ba', 'bds']"
234,"106 Willow Run Rd, Pittsburgh, PA 15238",House for sale,"$585,000","['5', '3', '--']","['sqft', 'ba', 'bds']"
235,"20 River Rd APT 302, Pittsburgh, PA 15238",Apartment for rent,$875/mo,"['2', '1', '880']","['sqft', 'ba', 'bds']"
236,"604 Essex Ct, Pittsburgh, PA 15238",Condo for sale,"$419,900","['3', '5', '2,886']","['sqft', 'ba', 'bds']"
237,"107 Chapel Crest Ter, Pittsburgh, PA 15238",House for sale,"$475,000","['5', '3', '1,672']","['sqft', 'ba', 'bds']"
238,"81 Chapel Ridge Pl, Pittsburgh, PA 15238",House for sale,"$575,000","['5', '4', '2,172']","['sqft', 'ba', 'bds']"
239,"1015 Woodland Rd, Blawnox, PA 15238",House for sale,"$155,000","['3', '2', '1,163']","['sqft', 'ba', 'bds']"
240,"205 Lawrence Ave, Pittsburgh, PA 15238",House for sale,"$330,000","['3', '4', '1,972']","['sqft', 'ba', 'bds']"
241,"211 Rockingham Rd, Pittsburgh, PA 15238",House for sale,"$330,000","['4', '3', '2,249']","['sqft', 'ba', 'bds']"
242,"3712 Saxonburg Blvd, Pittsburgh, PA 15238",House for rent,"$1,850/mo","['4', '2', '1,880']","['sqft', 'ba', 'bds']"
243,"671 Arbor Ct, Pittsburgh, PA 15238",House for sale,"$584,000","['3', '3', '2,154']","['sqft', 'ba', 'bds']"
244,"505 White Birch Ct, Pittsburgh, PA 15238",Townhouse for sale,"$349,000","['3', '3', '2,218']","['sqft', 'ba', 'bds']"
245,"612 Freeport Rd, Pittsburgh, PA 15238",Townhouse for rent,$840/mo,"['2', '1', '--']","['sqft', 'ba', 'bds']"
246,"102A Downing Dr, Pittsburgh, PA 15238",House for rent,"$3,750/mo","['4', '3.5', '--']","['sqft', 'ba', 'bds']"
247,"403 Landon Gate Gdn, Pittsburgh, PA 15238",Townhouse for rent,"$3,525/mo","['4', '3.5', '2,814']","['sqft', 'ba', 'bds']"
248,"519 Shelby Ln, Pittsburgh, PA 15238",Auction,"$104,988","['2', '2', '1,454']","['sqft', 'ba', 'bds']"
249,"585 Dorseyville Rd, Pittsburgh, PA 15238",House for rent,"$4,000/mo","['4', '3.5', '3,592']","['sqft', 'ba', 'bds']"
250,"305 Cornwall Dr, Pittsburgh, PA 15238",House for rent,"$2,700/mo","['5', '2.5', '2,090']","['sqft', 'ba', 'bds']"
251,"102 Bristol Sq, Pittsburgh, PA 15238",Townhouse for sale,"$550,000","['3', '4', '3,410']","['sqft', 'ba', 'bds']"
252,"511 Freeport Rd APT 1, Pittsburgh, PA 15238",Apartment for rent,$735/mo,"['1', '1', '--']","['sqft', 'ba', 'bd']"
253,"209 Church Ln, Pittsburgh, PA 15238",House for sale,"$300,000","['3', '3', '1,810']","['sqft', 'ba', 'bds']"
254,"201 Shaker Heights Dr, Pittsburgh, PA 15238",House for sale,"$520,000","['4', '3', '2,733']","['sqft', 'ba', 'bds']"
255,"200 Indian Dr, Pittsburgh, PA 15238",Townhouse for sale,"$237,500","['3', '2', '1,168']","['sqft', 'ba', 'bds']"
256,"3648/3642 Waterloo Dr, Harrisburg, NC 28075",Lot / Land for sale,"$25,000",['0.85'],['acres lot']
257,"4226 French Fields Ln, Harrisburg, NC 28075",House for sale,"$525,000","['5', '5', '4,658']","['sqft', 'ba', 'bds']"
258,"1034 Patricia Ave, Harrisburg, NC 28075",House for sale,"$304,900","['3', '2', '1,966']","['sqft', 'ba', 'bds']"
259,"6430 Pharr Mill Rd, Harrisburg, NC 28075",House for sale,"$347,900","['4', '3', '2,660']","['sqft', 'ba', 'bds']"
260,"6632 Thistle Down Dr, Harrisburg, NC 28075",House for sale,"$239,900","['4', '3', '2,165']","['sqft', 'ba', 'bds']"
261,"Versailles Plan, Grantham",New construction,"$473,990+","['5', '4.5', '4,165']","['sqft', 'ba', 'bds']"
262,"5420 Roberta Rd # 27, Harrisburg, NC",New construction,"$300,000","['3', '2', '2,020']","['sqft', 'ba', 'bds']"
263,"4400 Britley Ln, Harrisburg, NC 28075",House for sale,"$475,000","['5', '5', '4,087']","['sqft', 'ba', 'bds']"
264,"Kendyll Plan, Holcomb Woods",New construction,"$378,490+","['4', '4', '3,213']","['sqft', 'ba', 'bds']"
265,"8841 Landsdowne Ave, Harrisburg, NC 28075",House for sale,"$425,000","['4', '3', '3,309']","['sqft', 'ba', 'bds']"
266,"Corsica Plan, Grantham",New construction,"$433,990+","['4', '3', '3,458']","['sqft', 'ba', 'bds']"
267,"4080 French Fields Ln LOT 67, Harrisburg, NC 28075",Lot / Land for sale,"$75,000",['0.56'],['acres lot']
268,"4080 French Fields Ln # 67, Harrisburg, NC 28075",Lot / Land for sale,"$75,000",['0.56'],['acres lot']
269,"Winterbrook Plan, Grantham",New construction,"$383,990+","['3', '2', '2,144']","['sqft', 'ba', 'bds']"
270,"Essex II Plan, Holcomb Woods",New construction,"$368,490+","['4', '3.5', '3,239']","['sqft', 'ba', 'bds']"
271,"1937 Moss Creek Dr, Harrisburg, NC 28075",House for rent,"$1,711/mo","['4', '2.5', '2,080']","['sqft', 'ba', 'bds']"
272,"7524 Chasewater Dr, Harrisburg, NC 28075",Coming soon,"$385,900","['5', '3', '3,362']","['sqft', 'ba', 'bds']"
273,"6993 Founders Way, Harrisburg, NC 28075",House for sale,"$349,900","['5', '3', '2,642']","['sqft', 'ba', 'bds']"
274,"2243 Stallings Rd, Harrisburg, NC 28075",Make Me Move®,"$320,000","['4', '3', '2,570']","['sqft', 'ba', 'bds']"
275,"Rochester Plan, Holcomb Woods",New construction,"$448,490+","['5', '5', '4,130']","['sqft', 'ba', 'bds']"
276,"4756 Shire Ct, Harrisburg, NC 28075",House for sale,"$420,000","['4', '4', '3,022']","['sqft', 'ba', 'bds']"
277,"220 Parkhall Dr # 220, Harrisburg, NC",New construction,"$394,990","['4', '3', '3,010']","['sqft', 'ba', 'bds']"
278,"232 Stiles Way # 232, Harrisburg, NC",New construction,"$393,990","['4', '3', '2,601']","['sqft', 'ba', 'bds']"
279,"6046 Creekview Ct, Harrisburg, NC 28075",House for rent,"$1,695/mo","['3', '2.5', '2,021']","['sqft', 'ba', 'bds']"
280,"1737 Queens Rd W, Charlotte, NC 28207",House for sale,"$2,300,000","['6', '9', '5,661']","['sqft', 'ba', 'bds']"
281,"2100 Queens, The Work at Home",Apartment for rent,"$5,214/mo","['3', '3.5', '2,374']","['sqft', 'ba', 'bds']"
282,"400 Queens Rd APT A1, Charlotte, NC 28207",Townhouse for sale,"$150,000","['1', '1', '626']","['sqft', 'ba', 'bd']"
283,"2425 Vail Ave APT A21, Charlotte, NC 28207",Condo for sale,"$225,000","['2', '2', '935']","['sqft', 'ba', 'bds']"
284,"400 Queens Rd, Charlotte, NC",For Rent,,"['$1,050+']",['1 bd']
285,"110 N Dotger Ave, Charlotte, NC 28207",Townhouse for rent,"$1,100/mo","['1', '1', '--']","['sqft', 'ba', 'bd']"
286,"2240 Roswell Ave, Charlotte, NC 28207",House for rent,"$1,425/mo","['2', '1', '1,079']","['sqft', 'ba', 'bds']"
287,"1156 S Kings Dr # 34, Charlotte, NC 28207",Townhouse for sale,"$925,000","['3', '4', '2,841']","['sqft', 'ba', 'bds']"
288,"2510 Cranbrook Ln APT 8, Charlotte, NC 28207",Townhouse for sale,"$152,500","['1', '1', '615']","['sqft', 'ba', 'bd']"
289,"501 Fenton Pl, Charlotte, NC 28207",Apartment for rent,"$1,995/mo","['2', '2', '1,270']","['sqft', 'ba', 'bds']"
290,"2429 Vail Ave APT B12, Charlotte, NC 28207",Condo for rent,"$1,295/mo","['2', '1', '760']","['sqft', 'ba', 'bds']"
291,"One bedroom Condo in Great Location | 2510 Cranbrook Ln, Charlotte, NC",One bedroom Condo in Great Location,,"['$1,000+', '$1,150+']","['2 bds', '1 bd']"
292,"400 Queens Rd APT B4, Charlotte, NC 28207",Townhouse for sale,"$215,000","['1', '1', '688']","['sqft', 'ba', 'bd']"
293,"430 Queens Rd APT 531, Charlotte, NC 28207",Condo for rent,"$1,100/mo","['2', '2', '950']","['sqft', 'ba', 'bds']"
294,"239 N Dotger Ave APT F8, Charlotte, NC 28207",Condo for sale,"$365,000","['2', '3', '1,334']","['sqft', 'ba', 'bds']"
295,"501 Fenton Pl UNIT M, Charlotte, NC 28207",Townhouse for sale,"$282,000","['2', '1', '1,164']","['sqft', 'ba', 'bds']"
296,"100 Colville Rd APT 62A, Charlotte, NC 28207",Townhouse for sale,"$150,000","['1', '1', '598']","['sqft', 'ba', 'bd']"
297,"811 Bromley Rd APT 1, Charlotte, NC 28207",Apartment for rent,"$1,450/mo","['2', '2', '1,300']","['sqft', 'ba', 'bds']"
298,"2506 Cranbrook Ln APT 10, Charlotte, NC 28207",Coming soon,"$195,000","['2', '2', '979']","['sqft', 'ba', 'bds']"
299,"333 Circle Ave, Charlotte, NC",For Rent,,"['$1,195+']",['2 bds']
300,"2501 Vail Ave APT 4, Charlotte, NC 28207",Condo for rent,"$1,095/mo","['2', '1', '900']","['sqft', 'ba', 'bds']"
301,"1527 Providence Rd, Charlotte, NC 28207",House for rent,"$2,250/mo","['2', '1.5', '1,400']","['sqft', 'ba', 'bds']"
302,"1529 Providence Rd, Charlotte, NC 28207",Apartment for rent,"$2,400/mo","['3', '1', '1,430']","['sqft', 'ba', 'bds']"
303,"1621 Twiford Pl # 18, Charlotte, NC 28207",Lot / Land for sale,"$875,000",['0.28'],['acres lot']
304,"239 N Dotger Ave APT F1, Charlotte, NC 28207",Townhouse for rent,"$2,200/mo","['2', '3', '1,408']","['sqft', 'ba', 'bds']"
305,"2425 Vail Ave APT A19, Charlotte, NC 28207",Apartment for rent,"$1,470/mo","['2', '2', '939']","['sqft', 'ba', 'bds']"
306,"735 Hempstead Pl, Charlotte, NC 28207",House for sale,"$2,450,000","['5', '6', '6,007']","['sqft', 'ba', 'bds']"
307,"1530 Queens Rd APT 403, Charlotte, NC 28207",Townhouse for sale,"$389,900","['2', '2', '1,573']","['sqft', 'ba', 'bds']"
308,"Queens Rd, Charlotte, NC 28207",Apartment for rent,"$2,500/mo","['2', '1', '800']","['sqft', 'ba', 'bds']"
309,"208 S Laurel Ave APT E, Charlotte, NC 28207",Apartment for rent,$998/mo,"['1', '1', '500']","['sqft', 'ba', 'bd']"
310,"2015 Queens Rd W # 0, Charlotte, NC 28207",Condo for sale,"$1,745,000","['4', '4', '4,992']","['sqft', 'ba', 'bds']"
311,"511 Queens | 511 Queens Rd, Charlotte, NC",511 Queens,,"['$1,795+', '$2,950+']","['2 bds', '3 bds']"
312,"1633 Twiford Pl, Charlotte, NC 28207",House for sale,"$1,399,000","['5', '5', '4,711']","['sqft', 'ba', 'bds']"
313,"2120 Selwyn Ave, Charlotte, NC 28207",House for sale,"$3,849,900","['6', '8', '7,488']","['sqft', 'ba', 'bds']"
314,"906 Cherokee Rd, Charlotte, NC 28207",Condo for sale,"$540,000","['3', '3', '2,543']","['sqft', 'ba', 'bds']"
315,"2310 Roswell Ave APT G, Charlotte, NC 28207",Condo for sale,"$415,000","['2', '3', '1,520']","['sqft', 'ba', 'bds']"
316,"1721 Queens Rd, Charlotte, NC 28207",House for sale,"$2,695,000","['5', '5', '6,345']","['sqft', 'ba', 'bds']"
317,"100 Altondale Ave APT 7, Charlotte, NC 28207",Apartment for rent,"$1,195/mo","['1', '1', '570']","['sqft', 'ba', 'bd']"
318,"100 N Laurel Ave APT 101, Charlotte, NC 28207",Townhouse for rent,"$1,650/mo","['2', '2.5', '1,166']","['sqft', 'ba', 'bds']"
319,"2035 Hastings Dr, Charlotte, NC 28207",House for sale,"$1,750,000","['5', '4', '4,563']","['sqft', 'ba', 'bds']"
320,"3806 Gold Nugget Ct, Charlotte, NC 28216",House for sale,"$150,000","['3', '2', '1,056']","['sqft', 'ba', 'bds']"
321,"Cascades at Northlake by Cortland | 8700 Long Creek Club Dr, Charlotte, NC",Cascades at Northlake by Cortland,,"['$1,103+', '$1,359+', '$1,406+']","['2 bds', '1 bd', '3 bds']"
322,"6503 Mount Holly Huntersville Rd, Charlotte, NC 28216",House for sale,"$179,900","['3', '1', '1,204']","['sqft', 'ba', 'bds']"
323,"8403 Redding Glen Ave, Charlotte, NC 28216",House for sale,"$215,000","['4', '2', '2,037']","['sqft', 'ba', 'bds']"
324,"6652 Rustic View Ct, Charlotte, NC 28216",House for sale,"$192,000","['3', '3', '1,850']","['sqft', 'ba', 'bds']"
325,"Vanguard Northlake | 11010 Northlake Landing Dr, Charlotte, NC",Vanguard Northlake,,"['$969+', '$1,125+', '$1,490+']","['2 bds', '1 bd', '3 bds']"
326,"1815 Vinton St, Charlotte, NC 28216",House for rent,$800/mo,"['1', '1', '650']","['sqft', 'ba', 'bd']"
327,"2331 Celia Ave, Charlotte, NC 28216",House for rent,"$1,249/mo","['2', '1', '1,200']","['sqft', 'ba', 'bds']"
328,"1916 Waters Trail Dr, Charlotte, NC 28216",House for rent,"$1,375/mo","['3', '3', '1,778']","['sqft', 'ba', 'bds']"
329,"3802 Pauline Ln, Charlotte, NC 28216",House for rent,"$1,695/mo","['4', '2.5', '2,400']","['sqft', 'ba', 'bds']"
330,"Coming Soon Plan, Riverbend Towns",New construction,$--,"['--', '--', '--']","['sqft', 'ba', 'bds']"
331,"631 Dale Ave, Charlotte, NC 28216",House for sale,"$160,000","['3', '2', '1,049']","['sqft', 'ba', 'bds']"
332,"415 Ferrell Ave, Charlotte, NC 28216",House for sale,"$232,500","['5', '3', '2,628']","['sqft', 'ba', 'bds']"
333,"1610 Royal Tree Ct, Charlotte, NC 28216",House for rent,"$1,450/mo","['3', '2', '1,221']","['sqft', 'ba', 'bds']"
334,"8368 Rudolph Rd, Charlotte, NC 28216",Townhouse for rent,"$1,200/mo","['2', '2.5', '1,095']","['sqft', 'ba', 'bds']"
335,"Celsius | 10051 Perimeter Station Dr, Charlotte, NC",Celsius,,"['$1,023+', '$1,202+']","['2 bds', '1 bd']"
336,"Charleston Plan, Sutton Farms",New construction,"$252,990+","['4', '3', '2,454']","['sqft', 'ba', 'bds']"
337,"2907 Pirates Pl, Charlotte, NC 28216",House for sale,"$198,000","['3', '3', '1,451']","['sqft', 'ba', 'bds']"
338,"Wilmington Plan, Sutton Farms",New construction,"$263,990+","['4', '3', '2,824']","['sqft', 'ba', 'bds']"
339,"Ashton Reserve at Northlake | 10320 Grobie Way, Charlotte, NC",Ashton Reserve at Northlake,,"['$997+', '$1,101+', '$1,690']","['2 bds', '1 bd', '3 bds']"
340,"955 Grass Hollow Ct, Charlotte, NC 28216",House for rent,"$1,550/mo","['3', '2.5', '1,585']","['sqft', 'ba', 'bds']"
341,"4405 Lakeview Rd, Charlotte, NC 28216",Lot / Land for sale,"$500,000",['9.86'],['acres lot']
342,"1212 Oakdale Commons Ct, Charlotte, NC 28216",Coming soon,"$235,900","['4', '3', '2,432']","['sqft', 'ba', 'bds']"
343,"Macon Plan, Sutton Farms",New construction,"$227,990+","['3', '2', '1,343']","['sqft', 'ba', 'bds']"
344,"7309 Adare Mews Rd, Charlotte, NC 28217",Townhouse for sale,"$210,000","['2', '3', '1,638']","['sqft', 'ba', 'bds']"
345,"Ansley Falls Apartment Homes | 6310 Ansley Falls Dr, Charlotte, NC",Ansley Falls Apartment Homes,,"['$1,060+', '$1,300+', '$1,485']","['2 bds', '1 bd', '3 bds']"
346,"Courtney Ridge | 920 Yorkmont Ridge Ln, Charlotte, NC",Courtney Ridge,,"['$1,116+', '$1,278+', '$1,408+']","['2 bds', '1 bd', '3 bds']"
347,"627 Braxfield Dr, Charlotte, NC 28217",House for sale,"$138,000","['3', '2', '1,488']","['sqft', 'ba', 'bds']"
348,"Parkside at South Tryon | 605 Candler Ln, Charlotte, NC",Parkside at South Tryon,,"['$1,050+', '$1,170+', '$1,470+']","['2 bds', '1 bd', '3 bds']"
349,"7515 Lady Liberty Ln, Charlotte, NC 28217",House for rent,"$1,450/mo","['4', '2.5', '1,928']","['sqft', 'ba', 'bds']"
350,"CityPark View | 1710 Piedmont Hills Pl, Charlotte, NC",CityPark View,,"['$1,088+', '$1,315+']","['2 bds', '1 bd']"
351,"Gerren Ct, Charlotte, NC 28217",Townhouse for rent,"$1,350/mo","['3', '2.5', '1,500']","['sqft', 'ba', 'bds']"
352,"Furnished Studio - Charlotte - Airport | 710 Yorkmont Rd, Charlotte, NC",Furnished Studio - Charlotte - Airport,,"['$1,199+']",['Studio']
353,"3612 Sargeant Dr, Charlotte, NC 28217",House for rent,"$1,195/mo","['3', '1', '1,092']","['sqft', 'ba', 'bds']"
354,"Furnished Studio - Charlotte - Tyvola Rd. | 6035 Nations Ford Rd, Charlotte, NC",Furnished Studio - Charlotte - Tyvola Rd.,,"['$1,200+']",['Studio']
355,"Tyvola Centre Apartments | 625 Cameron Walk Ct, Charlotte, NC",Tyvola Centre Apartments,,"['$1,065+', '$1,295+', '$1,640']","['2 bds', '1 bd', '3 bds']"
356,"1120 Comstock Dr, Charlotte, NC 28217",House for sale,"$110,000","['2', '1', '983']","['sqft', 'ba', 'bds']"
357,"4109 Broadview Dr, Charlotte, NC 28217",House for rent,"$1,085/mo","['3', '1', '1,050']","['sqft', 'ba', 'bds']"
358,"Sycamore at Tyvola | 707 Sycamore Centre Dr, Charlotte, NC",Sycamore at Tyvola,,"['$1,310+', '$1,605+']","['2 bds', '1 bd']"
359,"1120 Comstock Dr # 8, Charlotte, NC 28217",House for sale,"$110,000","['2', '1', '983']","['sqft', 'ba', 'bds']"
360,"5627 Southampton Rd, Charlotte, NC 28217",House for sale,"$165,000","['3', '2', '1,577']","['sqft', 'ba', 'bds']"
361,"805 Echodale Dr, Charlotte, NC 28217",House for sale,"$116,000","['3', '1', '970']","['sqft', 'ba', 'bds']"
362,"125 Sleepy Hollow Rd, Charlotte, NC 28217",House for sale,"$150,000","['3', '2', '1,758']","['sqft', 'ba', 'bds']"
363,"4334 Laurel Hill Ln, Charlotte, NC 28217",Townhouse for sale,"$199,900","['3', '3', '1,728']","['sqft', 'ba', 'bds']"
364,"1137 Rollingwood Dr, Charlotte, NC 28217",Auction,"$125,671","['3', '1.5', '1,141']","['sqft', 'ba', 'bds']"
365,"7739 Sullivans Trace Dr, Charlotte, NC 28217",House for rent,"$1,495/mo","['3', '2.5', '1,580']","['sqft', 'ba', 'bds']"
366,"5620 Coulee Pl, Charlotte, NC 28217",House for sale,"$125,000","['3', '2', '1,786']","['sqft', 'ba', 'bds']"
367,"713 Archdale Dr, Charlotte, NC 28217",For sale by owner,"$200,000","['4', '4', '2,300']","['sqft', 'ba', 'bds']"
368,"7908 Rea View Ct, Charlotte, NC",New construction,"$599,000","['4', '4', '2,789']","['sqft', 'ba', 'bds']"
369,"Reserve at Providence | 5931 Providence Rd, Charlotte, NC",Reserve at Providence,,"['$790+', '$875+', '$1,325+', '$1,625']","['2 bds', '1 bd', '3 bds', '4 bds']"
370,"4601 Carmel Rd, Charlotte, NC 28226",House for sale,"$560,000","['5', '6', '4,183']","['sqft', 'ba', 'bds']"
371,"Bexley at Springs Farm | 3300 Open Field Ln, Charlotte, NC",Bexley at Springs Farm,,"['$1,014+', '$1,350+']","['2 bds', '1 bd']"
372,"Canopy at Baybrook | 6609 Reafield Dr, Charlotte, NC",Canopy at Baybrook,,"['$905+', '$1,175+', '$1,425']","['2 bds', '1 bd', '3 bds']"
373,"6200 Rhone Dr, Charlotte, NC 28226",House for sale,"$542,000","['4', '4', '2,910']","['sqft', 'ba', 'bds']"
374,"6714 Choppy Wood Cir # 24, Charlotte, NC 28226",House for sale,"$359,000","['4', '3', '2,236']","['sqft', 'ba', 'bds']"
375,"12017 Rock Canyon Dr, Charlotte, NC 28226",House for sale,"$243,000","['3', '2', '1,548']","['sqft', 'ba', 'bds']"
376,"2828 Rea Rd, Charlotte, NC 28226",House for sale,"$300,000","['3', '2', '1,578']","['sqft', 'ba', 'bds']"
377,"5537 Challis View Ln, Charlotte, NC 28226",House for sale,"$949,000","['4', '4', '4,542']","['sqft', 'ba', 'bds']"
378,"5000 Sharon View Rd, Charlotte, NC",New construction,"$875,000","['4', '4', '3,655']","['sqft', 'ba', 'bds']"
379,"3001 Willowbrae Rd, Charlotte, NC 28226",House for sale,"$350,000","['3', '2', '1,633']","['sqft', 'ba', 'bds']"
380,"4211 Carmel Forest Dr # 1, Charlotte, NC 28226",House for sale,"$519,900","['4', '3', '2,565']","['sqft', 'ba', 'bds']"
381,"7122 Tom Castain Ln, Charlotte, NC 28226",Townhouse for sale,"$209,000","['2', '2.5', '1,325']","['sqft', 'ba', 'bds']"
